MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,Fireplaces,GarageYrBlt,GarageCars,WoodDeckSF,EnclosedPorch,MiscVal
20,150.0,215245,7,5,1965,1965,0.0,1236,820,80,2136,2036,0,2036,2,2,1965.0,2,0,0,0
70,60.0,9600,7,7,1925,1990,0.0,16,0,712,728,832,809,1641,1,1,1925.0,2,0,234,0
60,71.0,7795,7,5,2004,2005,0.0,425,0,291,716,716,716,1432,2,1,2004.0,2,100,0,0
60,94.0,13005,7,7,1980,1980,278.0,692,0,153,845,1153,1200,2353,2,1,1983.0,2,288,0,0
60,75.0,9000,8,5,2006,2006,0.0,0,0,1088,1088,1088,871,1959,2,1,2006.0,3,208,0,0
60,90.0,9900,7,5,1993,1993,256.0,987,0,360,1347,1372,1274,2646,2,1,1993.0,3,340,144,0
60,111.0,16259,9,5,2006,2006,370.0,0,0,1249,1249,1249,1347,2596,3,0,2006.0,3,240,0,0
60,99.0,12099,8,5,2004,2004,388.0,970,0,166,1136,1136,1332,2468,2,1,2004.0,3,184,0,0
60,86.0,10380,7,5,1986,1987,172.0,28,1474,0,1502,1553,1177,2730,2,1,1987.0,2,201,0,0
20,49.0,5820,3,8,1955,2005,0.0,256,0,906,1162,1163,0,1163,1,0,1955.0,1,142,0,0
80,96.0,11275,7,7,1967,2007,300.0,0,0,710,710,1898,1080,2978,2,1,1961.0,2,240,0,0
45,50.0,5000,5,6,1941,1950,0.0,116,0,604,720,803,0,803,1,0,1941.0,2,0,244,0
120,32.0,10846,8,5,1993,1993,0.0,1619,0,100,1719,1719,0,1719,1,2,1993.0,2,122,0,0
20,80.0,11600,6,5,1960,1960,175.0,565,0,818,1383,1383,0,1383,1,0,1960.0,1,0,0,0
70,60.0,6402,5,5,1920,1950,0.0,0,0,596,596,596,596,1192,1,0,1920.0,1,0,137,0
20,70.0,8176,5,6,1958,1992,0.0,846,0,210,1056,1056,0,1056,1,0,1958.0,1,0,0,0
20,85.0,10655,8,5,2003,2004,296.0,1124,479,1603,3206,1629,0,1629,2,1,2003.0,3,0,0,0
120,59.0,8198,7,5,2004,2004,146.0,720,0,638,1358,1358,0,1358,2,1,2004.0,2,192,0,0
60,59.0,9042,6,5,1998,1998,0.0,828,0,115,943,943,695,1638,2,2,1998.0,2,100,0,0
20,86.0,14157,9,5,2005,2006,200.0,1249,0,673,1922,1922,0,1922,2,1,2005.0,3,178,0,0
20,70.0,9135,7,5,2002,2003,113.0,810,0,726,1536,1536,0,1536,2,0,2002.0,2,192,0,0
20,91.0,14145,7,7,1984,1998,0.0,213,0,995,1208,1621,0,1621,2,0,1984.0,2,108,0,400
20,66.0,12400,6,7,1958,1998,176.0,585,0,630,1215,1215,0,1215,1,0,1958.0,1,0,0,0
60,85.0,14191,8,5,2002,2002,0.0,0,0,967,967,993,915,1908,2,0,2002.0,2,135,0,0
20,60.0,8400,4,4,1950,1950,0.0,0,0,721,721,841,0,841,1,0,1950.0,1,250,24,0
120,63.0,8849,9,5,2005,2005,616.0,28,0,1656,1684,1684,0,1684,2,1,2005.0,2,495,0,0
160,36.0,2592,5,3,1976,1976,0.0,129,232,175,536,536,576,1112,1,0,1976.0,1,182,0,0
50,65.0,6435,6,5,1939,1950,0.0,0,0,972,972,972,605,1577,1,1,1939.0,1,0,0,0
160,36.0,2448,7,5,2003,2004,106.0,573,0,191,764,764,862,1626,2,0,2003.0,2,0,0,0
60,56.0,20431,9,5,2005,2006,870.0,1410,0,438,1848,1848,880,2728,2,2,2006.0,3,0,0,0
120,68.0,7820,9,5,2007,2007,362.0,0,0,1869,1869,1869,0,1869,2,1,2007.0,2,210,0,0
50,60.0,9084,5,6,1941,1950,0.0,236,380,0,616,616,495,1111,1,0,1941.0,1,48,0,0
30,60.0,8520,6,8,1928,2003,0.0,0,0,624,624,720,0,720,1,0,2005.0,2,106,0,0
50,60.0,8400,6,5,1940,2000,0.0,388,0,552,940,1192,403,1595,1,2,1940.0,1,0,108,0
20,105.0,11249,6,5,1995,1995,0.0,334,544,322,1200,1200,0,1200,2,0,1995.0,2,0,0,0
120,44.0,4224,5,5,1976,1976,0.0,874,0,268,1142,1142,0,1142,1,1,1976.0,2,536,0,0
80,92.0,6930,5,4,1958,1958,120.0,300,294,468,1062,1352,0,1352,1,0,1958.0,1,168,294,0
60,78.0,12011,8,5,1998,1998,530.0,956,0,130,1086,1086,838,1924,2,1,1998.0,2,208,0,0
85,64.0,7301,7,5,2003,2003,500.0,0,0,0,0,495,1427,1922,3,1,2003.0,2,0,177,0
160,21.0,1680,6,8,1972,2007,510.0,162,0,321,483,483,504,987,1,0,1972.0,1,250,0,0
70,59.0,10690,5,7,1920,1997,0.0,456,0,216,672,672,672,1344,1,0,1964.0,1,0,218,0
80,101.0,9150,6,5,1962,1962,305.0,371,0,728,1099,1431,0,1431,1,1,1962.0,1,64,0,0
20,78.0,7800,5,6,1954,1954,200.0,540,0,728,1268,1268,0,1268,1,1,1954.0,1,0,0,0
50,80.0,17120,4,4,1959,1959,0.0,0,0,0,0,1120,468,1588,2,1,1991.0,2,0,0,0
120,50.0,7175,6,5,1984,1984,0.0,623,121,0,744,752,0,752,1,0,1984.0,1,353,0,0
20,79.0,10634,5,6,1953,1953,0.0,428,180,0,608,1319,0,1319,1,0,1953.0,1,66,0,0
60,65.0,8200,7,5,2003,2004,0.0,0,0,847,847,847,1081,1928,2,1,2003.0,2,100,0,0
85,57.0,8846,5,5,1996,1996,0.0,298,0,572,870,914,0,914,1,0,1998.0,2,0,0,0
60,102.0,11143,8,5,2004,2005,0.0,0,0,1580,1580,1580,886,2466,3,1,2004.0,2,159,0,0
20,88.0,11394,9,2,2010,2010,350.0,1445,0,411,1856,1856,0,1856,1,1,2010.0,3,113,0,0
60,60.0,8123,6,5,2000,2000,16.0,0,0,982,982,1007,793,1800,2,1,2000.0,2,100,0,0
50,50.0,5000,5,6,1924,1950,0.0,218,0,808,1026,1026,665,1691,2,1,1924.0,1,0,242,0
20,60.0,7200,7,5,2006,2006,0.0,0,0,1293,1293,1301,0,1301,2,1,2006.0,2,216,0,0
60,79.0,9245,7,5,2006,2006,0.0,0,0,939,939,939,858,1797,2,0,2006.0,2,144,0,0
45,60.0,9000,6,3,1928,1950,0.0,0,0,784,784,784,0,784,1,0,1950.0,2,0,91,0
120,43.0,3182,8,5,2004,2005,16.0,24,0,1232,1256,1269,0,1269,2,1,2004.0,2,146,0,0
80,72.0,7200,6,6,1976,1976,255.0,631,0,410,1041,1125,0,1125,1,1,1977.0,1,296,0,0
20,93.0,9382,7,5,1999,2000,125.0,0,0,1468,1468,1479,0,1479,2,0,1999.0,2,120,0,0
60,96.0,12474,10,5,2007,2008,272.0,1280,0,402,1682,1742,590,2332,2,1,2008.0,3,196,0,0
50,50.0,8405,5,8,1900,1950,0.0,241,391,229,861,961,406,1367,1,0,1978.0,1,0,112,0
60,71.0,12209,6,5,2001,2002,0.0,690,0,114,804,804,1157,1961,2,1,2001.0,2,125,0,0
50,60.0,10134,5,6,1940,1950,0.0,0,0,735,735,735,299,1034,1,0,1940.0,1,0,0,0
20,68.0,9571,5,6,1956,1956,0.0,739,0,405,1144,1144,0,1144,1,0,1956.0,1,44,0,0
20,60.0,7200,5,5,1972,1972,0.0,777,0,117,894,894,0,894,1,0,1985.0,2,215,0,0
60,69.0,7590,5,5,1962,1962,288.0,540,0,324,864,876,936,1812,2,1,1962.0,1,0,0,0
30,60.0,8967,5,2,1920,1950,0.0,0,0,961,961,1077,0,1077,1,0,1920.0,1,0,0,0
60,65.0,8125,7,5,2006,2007,100.0,812,0,280,1092,1112,438,1550,2,0,2007.0,2,0,0,0
120,38.0,14963,8,5,1996,1996,0.0,786,0,474,1260,1288,0,1288,1,2,1996.0,2,120,0,0
20,65.0,8767,7,5,2005,2005,0.0,24,0,1286,1310,1310,0,1310,2,1,2005.0,2,0,0,0
30,60.0,10200,5,8,1940,1997,0.0,0,0,672,672,672,0,672,1,0,1940.0,1,168,0,0
60,93.0,12090,8,5,1998,1998,650.0,0,0,1141,1141,1165,1098,2263,2,1,1998.0,2,144,0,0
50,51.0,10480,6,5,1936,1950,0.0,0,0,1064,1064,1166,0,1639,1,0,1936.0,1,0,0,0
70,63.0,15576,6,7,1915,1976,0.0,0,0,840,840,840,840,1680,2,0,1960.0,1,0,160,0
60,109.0,14154,7,5,2006,2006,350.0,0,0,1063,1063,1071,1101,2172,2,1,2006.0,3,192,0,0
60,85.0,10800,8,5,2007,2008,100.0,789,0,245,1034,1050,1028,2078,2,1,2008.0,3,0,0,0
20,68.0,9571,5,3,1958,1958,0.0,0,0,1276,1276,1276,0,1276,1,0,1958.0,1,0,0,0
190,100.0,34650,5,5,1955,1955,0.0,1056,0,0,1056,1056,0,1056,1,0,1955.0,2,264,0,0
30,56.0,8960,5,6,1927,1950,0.0,0,0,1008,1008,1028,0,1028,1,1,1927.0,2,0,130,0
60,59.0,11228,7,5,1993,1993,0.0,50,531,499,1080,1080,1017,2097,2,1,1993.0,3,196,0,0
20,73.0,8899,7,5,2007,2007,0.0,24,0,1316,1340,1340,0,1340,2,0,2007.0,2,100,0,0
60,74.0,7844,6,7,1978,1978,203.0,209,0,463,672,672,728,1400,1,1,1978.0,2,0,0,0
70,86.0,22420,6,6,1918,1950,0.0,1128,0,242,1370,1370,1254,2624,2,1,1918.0,3,0,0,0
50,60.0,8160,5,6,1940,1950,0.0,312,0,444,756,756,378,1134,1,0,1940.0,1,0,0,0
20,65.0,8450,5,6,1968,1968,0.0,775,0,281,1056,1056,0,1056,1,1,1968.0,1,0,184,0
90,78.0,7060,7,5,1997,1998,200.0,1309,0,35,1344,1344,0,1344,2,0,1997.0,4,0,0,0
20,100.0,21750,5,5,1954,1954,0.0,0,0,988,988,988,0,988,1,0,1954.0,2,0,0,0
60,80.0,9200,8,5,1998,1998,473.0,986,0,484,1470,1470,1160,2630,2,1,1998.0,3,0,0,0
20,72.0,9000,6,5,1956,1956,74.0,616,0,580,1196,1196,0,1196,1,1,1956.0,1,0,0,0
60,60.0,3378,7,8,1946,1992,0.0,0,0,651,651,707,682,1389,1,2,1947.0,1,0,126,0
20,77.0,8593,4,6,1957,1957,0.0,288,0,619,907,907,0,907,1,0,1964.0,1,0,0,0
20,64.0,6762,7,5,2007,2007,108.0,664,0,544,1208,1208,0,1208,2,0,2007.0,2,105,0,0
20,130.0,11457,6,5,1988,1988,0.0,1005,0,387,1392,1412,0,1412,2,1,1988.0,2,0,169,0
160,21.0,1680,6,5,1971,1971,232.0,387,0,96,483,483,504,987,1,0,1971.0,1,0,0,0
160,24.0,1920,5,5,1971,1971,376.0,471,0,294,765,765,600,1365,1,0,1971.0,2,240,0,0
60,100.0,10839,6,5,1997,1998,0.0,0,0,926,926,926,678,1604,2,1,1997.0,2,0,0,0
60,43.0,10667,7,6,1996,1996,0.0,385,344,70,799,827,834,1661,2,1,1996.0,2,158,0,0
50,40.0,4400,6,8,1920,1950,0.0,0,0,648,648,734,384,1118,1,0,1990.0,2,0,0,0
45,50.0,6000,6,7,1926,2004,0.0,0,0,884,884,904,0,904,1,0,1926.0,1,0,105,0
30,40.0,4280,5,6,1913,2002,0.0,365,0,75,440,694,0,694,1,1,1990.0,1,0,34,0
50,67.0,12354,6,8,1920,2000,0.0,0,0,684,684,684,512,1196,1,0,2005.0,2,0,0,800
20,105.0,15431,10,5,2008,2008,200.0,1767,539,788,3094,2402,0,2402,2,2,2008.0,3,0,0,0
50,52.0,6240,5,7,1930,1992,0.0,0,0,1078,1078,1128,445,1573,2,1,1930.0,2,0,0,0
120,53.0,3922,7,5,2006,2007,72.0,0,0,1258,1258,1258,0,1258,2,1,2007.0,3,144,0,0
60,70.0,8750,7,5,1994,1995,0.0,642,0,273,915,933,975,1908,2,1,1994.0,2,144,0,0
20,73.0,9855,6,5,1956,1956,0.0,0,0,1436,1436,1689,0,1689,1,1,1956.0,2,0,0,0
20,137.0,16492,6,6,1966,2002,0.0,247,713,557,1517,1888,0,1888,2,1,1966.0,2,0,0,0
50,50.0,8600,6,6,1937,1950,0.0,0,0,780,780,780,596,1376,2,1,1937.0,1,0,0,0
50,50.0,6000,3,7,1948,2002,0.0,331,0,318,649,679,504,1183,1,0,1981.0,1,0,0,0
30,70.0,5684,6,8,1930,2005,0.0,0,0,813,813,813,0,813,1,0,1932.0,1,0,0,0
20,62.0,70761,7,5,1975,1975,0.0,655,0,878,1533,1533,0,1533,2,2,1975.0,2,200,0,0
60,75.0,9000,8,5,2008,2008,0.0,0,0,768,768,786,804,1590,2,0,2008.0,2,0,0,0
90,63.0,9297,5,5,1976,1976,0.0,1606,0,122,1728,1728,0,1728,2,0,1976.0,2,0,0,0
20,80.0,9600,7,6,1973,1973,320.0,916,0,326,1242,1242,0,1242,1,1,1973.0,2,0,0,0
70,34.0,4571,5,5,1916,1950,0.0,0,0,624,624,624,720,1344,1,0,1916.0,3,0,96,0
60,75.0,8004,8,5,2009,2009,110.0,544,0,288,832,832,1103,1935,2,0,2009.0,2,0,0,0
70,60.0,7200,7,9,1936,2007,0.0,350,210,0,560,575,560,1135,1,0,1971.0,2,256,0,0
20,60.0,8281,5,5,1965,1965,0.0,553,311,0,864,864,0,864,1,1,1965.0,1,0,236,0
70,74.0,11988,6,7,1934,1995,0.0,326,0,389,715,849,811,1660,1,1,1939.0,1,0,0,0
20,85.0,10628,7,5,1970,1970,0.0,778,0,499,1277,1277,0,1277,1,1,1970.0,2,0,0,0
70,79.0,9480,5,7,1942,1995,224.0,386,0,342,728,888,756,1644,1,2,1942.0,1,168,0,0
20,98.0,11428,8,5,2006,2006,248.0,0,0,1626,1626,1634,0,1634,2,1,2006.0,3,0,0,0
60,76.0,9291,6,5,1993,1993,120.0,426,0,406,832,832,878,1710,2,0,1993.0,2,144,0,0
60,92.0,11952,7,6,1977,1977,0.0,0,0,808,808,1161,808,1969,2,1,1977.0,2,0,0,0
180,35.0,3675,6,5,2005,2005,80.0,459,0,88,547,1072,0,1072,1,0,2005.0,2,0,0,0
20,110.0,14977,8,5,2006,2007,304.0,1350,0,626,1976,1976,0,1976,2,1,2006.0,3,250,0,0
120,41.0,5330,8,5,2000,2000,0.0,1196,0,298,1494,1652,0,1652,2,0,2000.0,2,96,0,0
20,80.0,8480,5,6,1963,1963,0.0,630,0,340,970,970,0,970,1,0,1996.0,2,0,0,0
20,75.0,13125,6,5,1997,1998,215.0,994,0,484,1478,1493,0,1493,2,1,1997.0,2,140,0,0
60,105.0,13693,9,5,2006,2006,772.0,0,0,2153,2153,2069,574,2643,2,1,2006.0,3,414,0,0
20,79.0,10637,8,5,2007,2008,336.0,1288,0,417,1705,1718,0,1718,2,1,2007.0,3,208,0,0
30,50.0,5925,4,7,1937,2000,435.0,168,0,739,907,1131,0,1131,1,0,1995.0,2,0,0,0
20,98.0,16033,9,5,2004,2005,378.0,1261,0,572,1833,1850,0,1850,2,1,2004.0,3,519,0,0
20,72.0,11846,9,5,2003,2004,562.0,1567,0,225,1792,1792,0,1792,2,1,2003.0,3,206,0,0
70,50.0,2500,7,8,1915,2005,0.0,299,0,611,910,916,910,1826,1,1,1915.0,1,0,0,0
120,32.0,4500,6,5,1998,1998,116.0,897,0,319,1216,1216,0,1216,2,0,1998.0,2,0,0,0
20,80.0,9600,5,7,1950,2007,0.0,607,0,506,1113,1113,0,1113,1,1,1950.0,1,0,120,0
20,79.0,10289,5,7,1965,1965,168.0,836,0,237,1073,1073,0,1073,1,0,1965.0,2,0,0,0
20,70.0,12243,5,6,1971,1971,0.0,998,0,486,1484,1484,0,1484,2,1,1971.0,2,224,0,0
190,60.0,10800,5,4,1900,1970,0.0,664,0,290,954,1766,648,2414,2,1,1970.0,2,142,0,0
180,21.0,1526,4,8,1970,2002,0.0,515,0,115,630,630,0,630,1,0,1970.0,1,0,0,0
50,79.0,9490,6,7,1941,1950,0.0,403,165,238,806,958,620,1578,1,2,1941.0,1,0,32,0
60,105.0,15578,6,5,2006,2006,0.0,0,0,728,728,728,728,1456,2,0,2006.0,2,0,0,0
20,70.0,7931,5,6,1960,1960,0.0,374,532,363,1269,1269,0,1269,1,1,1964.0,1,0,0,0
30,50.0,5784,5,8,1938,1996,0.0,0,0,190,190,886,0,886,1,0,1938.0,1,144,80,0
50,60.0,9120,7,6,1925,1950,0.0,329,0,697,1026,1133,687,1820,2,0,1925.0,1,0,0,0
20,65.0,7800,5,7,1967,2004,89.0,450,0,414,864,899,0,899,1,0,1967.0,1,64,0,0
20,70.0,7535,5,7,1958,1985,0.0,111,279,522,912,912,0,912,1,0,1958.0,1,12,0,480
160,21.0,1890,6,5,1973,1973,285.0,356,0,316,672,672,546,1218,1,0,1973.0,1,144,0,0
60,75.0,9803,7,5,2005,2005,0.0,400,0,466,866,866,902,1768,2,0,2005.0,2,0,0,0
20,70.0,9170,5,7,1965,1965,0.0,698,96,420,1214,1214,0,1214,1,0,1965.0,2,0,184,400
20,100.0,15602,7,8,1959,1997,0.0,1247,0,254,1501,1801,0,1801,2,2,1959.0,2,0,0,0
160,24.0,2308,6,5,1974,1974,0.0,257,495,103,855,855,467,1322,2,1,1974.0,2,260,0,0
90,60.0,7596,5,5,1952,1952,360.0,0,0,960,960,960,1000,1960,2,0,1952.0,2,0,0,0
60,80.0,9554,8,5,1993,1994,125.0,380,0,397,777,1065,846,1911,2,1,1993.0,2,182,0,0
20,75.0,7862,6,5,2009,2009,0.0,27,0,1191,1218,1218,0,1218,2,0,2009.0,2,0,0,0
70,60.0,9600,7,9,1928,2005,0.0,141,0,548,689,689,689,1378,2,1,1928.0,2,0,116,0
20,80.0,9600,5,6,1959,1959,132.0,991,0,50,1041,1041,0,1041,1,0,1959.0,1,224,0,0
20,75.0,14559,5,7,1951,2000,70.0,650,180,178,1008,1363,0,1363,1,2,1951.0,1,324,0,2000
120,40.0,6792,7,5,2005,2006,94.0,0,0,1368,1368,1368,0,1368,2,1,2005.0,2,132,0,0
20,70.0,9100,5,5,1958,1958,0.0,521,174,169,864,864,0,864,1,0,1964.0,2,0,0,0
20,71.0,9187,6,5,1983,1983,0.0,336,0,748,1084,1080,0,1080,1,0,1983.0,2,120,158,0
45,55.0,10594,5,5,1926,1950,0.0,0,0,768,768,789,0,789,1,0,1926.0,1,0,112,0
20,94.0,12220,10,5,2009,2009,305.0,1436,0,570,2006,2020,0,2020,2,1,2009.0,3,156,0,0
60,79.0,10208,7,5,1996,1997,921.0,0,0,1264,1264,1277,1067,2344,2,1,1996.0,3,220,0,0
70,53.0,10918,7,9,1926,2004,0.0,0,0,1276,1276,1276,804,2080,1,2,1926.0,1,0,0,0
20,90.0,11988,6,6,1957,1957,0.0,777,0,467,1244,1244,0,1244,1,2,1957.0,1,0,0,0
50,50.0,5000,6,7,1947,1950,0.0,399,0,605,1004,1004,660,1664,2,2,1950.0,2,0,36,0
60,130.0,40094,10,5,2007,2008,762.0,2260,0,878,3138,3138,1538,4676,3,1,2007.0,3,208,0,0
60,95.0,11787,7,5,1996,1997,594.0,719,0,660,1379,1383,1015,2398,2,1,1996.0,3,239,0,0
20,62.0,7500,7,5,2005,2005,0.0,0,0,1257,1257,1266,0,1266,2,1,2005.0,2,38,0,0
20,70.0,13300,5,7,1956,2000,0.0,377,0,551,928,928,0,928,1,0,1956.0,1,261,156,0
60,67.0,14948,9,5,2008,2008,268.0,1330,0,122,1452,1476,1237,2713,2,1,2008.0,3,126,0,0
80,85.0,10200,6,5,1988,1989,219.0,783,0,678,1461,1509,0,1509,2,1,1988.0,2,224,0,0
70,60.0,6155,6,8,1920,1999,0.0,0,0,611,611,751,611,1362,2,0,1920.0,2,0,84,0
20,60.0,7200,5,7,1955,2007,0.0,0,0,0,0,827,0,827,1,1,1967.0,1,0,0,0
60,74.0,9056,8,5,2004,2004,0.0,0,0,707,707,707,707,1414,2,1,2004.0,2,100,0,0
60,57.0,8924,7,5,1998,1999,0.0,0,0,880,880,880,844,1724,2,0,1998.0,2,120,0,0
20,85.0,14601,9,5,2006,2006,584.0,1260,0,578,1838,1838,0,1838,2,1,2006.0,3,270,0,0
20,78.0,10140,7,5,1998,1999,0.0,144,1127,379,1650,1680,0,1680,2,1,1998.0,2,78,0,0
120,34.0,4058,7,5,1998,1998,182.0,584,139,0,723,767,0,767,1,0,1998.0,1,120,0,0
60,58.0,17104,7,5,2006,2006,0.0,554,0,100,654,664,832,1496,2,1,2006.0,2,100,0,0
50,70.0,8737,6,7,1923,1950,0.0,300,0,765,1065,915,720,1635,1,1,1950.0,2,0,0,0
85,54.0,7244,5,7,1970,1970,0.0,619,0,149,768,768,0,768,1,0,1987.0,2,104,0,0
20,49.0,8235,5,7,1955,1995,0.0,180,645,0,825,825,0,825,1,0,1963.0,2,140,0,0
60,75.0,9375,7,5,2003,2004,0.0,0,0,912,912,912,1182,2094,2,1,2003.0,2,182,0,0
120,53.0,4043,6,6,1977,1977,0.0,559,0,510,1069,1069,0,1069,2,0,1977.0,2,0,0,0
20,50.0,6000,5,6,1957,1957,0.0,308,0,620,928,928,0,928,1,0,1957.0,1,0,0,0
20,87.0,11146,8,5,2006,2006,250.0,0,0,1709,1709,1717,0,1717,2,1,2006.0,3,169,0,0
20,67.0,8777,4,5,1949,2003,0.0,0,0,0,0,1126,0,1126,2,0,2002.0,2,0,0,0
60,85.0,10625,7,5,2003,2004,292.0,866,0,132,998,1006,1040,2046,2,1,2003.0,3,320,0,0
45,58.0,6380,5,6,1922,1950,0.0,0,0,993,993,1048,0,1048,1,1,1922.0,1,0,116,0
20,69.0,14850,5,5,1957,1957,0.0,895,0,197,1092,1092,0,1092,1,1,1957.0,1,268,0,0
50,60.0,11040,4,6,1920,1950,0.0,637,0,0,637,897,439,1336,1,0,1994.0,1,0,120,0
60,57.0,21872,7,5,1996,1997,0.0,604,0,125,729,729,717,1446,2,1,1996.0,2,264,0,0
20,77.0,10010,5,5,1974,1975,0.0,1071,123,195,1389,1389,0,1389,1,1,1975.0,2,240,0,0
50,66.0,21780,6,7,1918,1950,0.0,0,0,1163,1163,1163,511,1674,2,1,1955.0,2,72,0,0
70,66.0,6858,6,4,1915,1950,0.0,0,0,806,806,841,806,1647,1,0,1920.0,1,0,136,0
60,77.0,11198,9,5,2005,2007,245.0,0,0,1122,1122,1134,1370,2504,2,1,2005.0,3,144,0,0
20,70.0,10171,7,5,2004,2004,168.0,2,0,1515,1517,1535,0,1535,2,0,2004.0,2,0,0,0
50,79.0,12327,8,8,1983,2009,0.0,1441,0,55,1496,1496,636,2132,1,1,1983.0,2,349,0,0
90,74.0,13101,5,5,1965,1965,108.0,231,0,1497,1728,1728,0,1728,2,0,1987.0,2,0,0,0
20,60.0,7332,6,6,1959,1959,207.0,414,0,450,864,864,0,864,1,0,1959.0,1,168,0,0
60,83.0,13159,7,5,2009,2009,0.0,0,0,846,846,846,846,1692,2,0,2009.0,2,208,0,0
80,76.0,9967,7,5,2000,2000,0.0,0,0,384,384,774,656,1430,2,1,2000.0,2,100,0,0
80,70.0,10500,5,7,1971,2005,82.0,349,0,23,372,576,533,1109,1,0,1971.0,1,35,0,0
50,80.0,8480,5,5,1947,1950,0.0,442,0,390,832,832,384,1216,1,0,1947.0,1,158,102,0
50,52.0,6292,7,7,1928,1950,0.0,0,0,861,861,877,600,1477,2,1,1928.0,1,0,0,0
80,96.0,11777,5,6,1966,1966,97.0,328,551,285,1164,1320,0,1320,1,2,1966.0,2,160,240,0
160,34.0,3604,7,5,2007,2007,0.0,0,0,689,689,703,689,1392,2,0,2007.0,2,0,0,0
50,81.0,12150,5,5,1954,1954,335.0,0,0,1050,1050,1050,745,1795,2,0,1954.0,1,0,0,0
20,98.0,12704,8,5,2008,2009,306.0,0,0,2042,2042,2042,0,2042,2,1,2009.0,3,0,0,0
75,75.0,13500,10,9,1893,2000,0.0,0,0,1237,1237,1521,1254,2775,3,1,1988.0,2,105,0,0
50,51.0,6120,4,7,1935,1995,0.0,0,0,884,884,989,584,1573,1,0,1935.0,1,0,54,0
20,88.0,11443,8,5,2005,2006,208.0,1460,0,408,1868,2028,0,2028,2,2,2005.0,3,326,0,0
30,55.0,10267,6,7,1918,2000,0.0,210,606,0,816,838,0,838,1,0,1961.0,1,0,112,0
85,74.0,8740,5,6,1982,1982,0.0,672,0,168,840,860,0,860,1,0,1996.0,2,0,0,0
20,65.0,25095,5,8,1968,2003,0.0,1324,0,113,1437,1473,0,1473,1,2,1968.0,1,0,0,0
40,50.0,9100,5,6,1930,1960,0.0,0,0,742,742,779,0,935,1,0,1988.0,1,0,0,600
60,64.0,8320,7,5,2004,2004,0.0,490,0,280,770,770,812,1582,2,0,2004.0,2,0,0,0
60,97.0,13478,10,5,2008,2008,420.0,1338,0,384,1722,1728,568,2296,2,1,2008.0,3,382,0,0
20,60.0,6600,5,8,1982,2003,0.0,816,0,0,816,816,0,816,1,0,1985.0,2,0,0,0
20,88.0,7990,5,6,1975,1975,0.0,0,0,924,924,924,0,924,1,0,1981.0,1,0,0,0
20,69.0,11302,8,5,2005,2006,238.0,1422,0,392,1814,1826,0,1826,2,1,2005.0,3,180,0,0
70,60.0,3600,6,7,1910,1993,0.0,0,0,684,684,684,684,1368,1,0,1930.0,1,0,0,0
120,53.0,3922,7,5,2006,2007,72.0,0,0,1258,1258,1402,0,1402,0,1,2006.0,3,120,0,0
20,80.0,12984,5,6,1977,1977,459.0,1283,147,0,1430,1647,0,1647,2,1,1977.0,2,0,0,0
160,24.0,1950,6,6,1980,1980,0.0,81,612,23,716,716,840,1556,2,1,1980.0,2,161,0,0
60,74.0,10927,8,5,2005,2005,280.0,546,0,512,1058,1058,846,1904,2,1,2003.0,2,179,0,0
50,50.0,9000,6,6,1937,1950,0.0,0,0,780,780,780,595,1375,1,1,1979.0,1,0,0,0
60,80.0,10041,8,5,1992,1992,0.0,789,0,119,908,927,988,1915,2,1,1992.0,2,120,0,0
160,30.0,3182,7,5,2004,2005,0.0,0,0,600,600,600,600,1200,2,0,2004.0,2,0,0,0
20,88.0,12803,7,5,2002,2002,99.0,922,0,572,1494,1494,0,1494,2,1,2002.0,2,192,0,0
60,85.0,13600,7,6,1965,1990,176.0,454,0,314,768,1186,800,1986,2,3,1965.0,2,0,0,0
20,82.0,12464,5,5,1996,1996,0.0,732,0,308,1040,1040,0,1040,1,0,2000.0,2,168,0,0
20,78.0,7800,5,8,1948,2002,0.0,603,0,293,896,1112,896,2008,3,0,1948.0,1,103,0,0
70,78.0,12168,8,6,1934,1998,0.0,428,0,537,965,1940,1254,3194,2,2,1934.0,2,0,0,0
20,61.0,7943,4,5,1961,1961,192.0,903,0,126,1029,1029,0,1029,1,0,1961.0,1,64,39,0
85,80.0,8800,6,7,1963,1963,156.0,763,0,173,936,1054,0,1054,1,0,1963.0,2,120,0,0
45,59.0,7227,6,6,1954,1954,0.0,0,0,832,832,832,0,832,1,0,1962.0,2,0,0,0
20,90.0,11694,9,5,2007,2007,452.0,48,0,1774,1822,1828,0,1828,2,1,2007.0,3,0,0,0
60,85.0,12244,8,5,2003,2003,226.0,871,0,611,1482,1482,780,2262,2,2,2003.0,3,168,0,0
60,90.0,10800,6,7,1974,1997,0.0,956,182,384,1522,1548,1066,2614,2,1,1974.0,2,38,0,0
20,71.0,7064,5,6,1977,1977,153.0,560,0,420,980,980,0,980,1,0,1986.0,2,192,0,0
60,80.0,10400,6,5,1972,1972,288.0,247,0,485,732,1012,778,1790,1,1,1972.0,2,148,0,0
20,87.0,10000,6,6,1962,1962,261.0,0,0,1116,1116,1116,0,1116,1,0,1962.0,2,0,0,0
